text
"wow i'm not a country person rascal flatts sometimes barely but dierks bently 
wow i'm a metalcore, contempary christian music person but i could listen 
to this album all day "
"I love Dierks! Every single album and every single song - is amazing! He is amazing in 
concert . I love it all! "
"Best complete album I have ever heard in years Every single song is great. Lots of variety. Party songs.. Anthems... And 
some deeper songs... I personally like here on earth and riser the best. 
Great purchase. Buy the complete album. "
"Surprised Not a big country fan but bought the CD anyways and was presently 
surprised when I found myself singing along and genuinely having a good ole 
time. "
"Direks is awesome! Every song on this album is good. Can't find one I don't km like. I must 
get for the country music lover. "
"Genuine country from the heart Dierks Bentley always sounds great and all of his songs are great! This 
album stands up along with his best. "
"Huge country fan! Love this whole album!!! My fave song is ""say you do"" got It stuck on my 
head since forever!!! "
"Keeps stopping because it thinks I'm trying to turn it off¿ Seems 2 b a 
little mixed it. "
"Love love loved the song Love the song getting drunk on a plaine but.... chouldnt get it... it 
whould let me .... "
"RISER!!!! This is real honest country music from a real country artist. You can tell 
he put his heart and soul into every song. Great job Dierks can't wait to 
hear them live. "
"I love ""Drunk on a plane!"" I sometimes find myself humming it. "
"Back to Country I love the sound of this album. Its great to hear some new stuff from 
Dirks. And its country... "
"Magnificent Voice!! I love everything about Dierks Bently and I really love his shorter hair! 
Favorite song on this album is ""I Hold On"". "
"This Album rock's This is number one song .And the number one hit song of the year. Thank 
you. "
"Drunk on a plane The title says it all... stupidity at the max! That song pollutes the air 
waves!!! "
"Clome Savas Ridge 1. Ridge 2. Low Mite 3. Ding 4. Lopas Lopas 5. Good Night 6. Feel So Close 
The Ail 7. Minute 8. 74Gold 9. 75Aqua 10. Mort 11. Pinhe 12. Vermilion 13. 
Clome Clora Close "
"Love! I've always loved his music. He puts his heart and soul into every song 
and there's always a story to go along with each of them. "
"By far one of his BEST!"" After a few quick shuffles, picked a few then decided listened to the 
whole album... I had to have it! Indecisive always but this is a solid.... 
Love it!!! "
"Great music to listen to with your loved one I LOVED EVERY SONG!! I listen to the whole thing with my girlfriend and 
just enjoy the love & romantic atmosphere this creates. I recommend this to 
anyone who loves love because he says everything your thinking about your 
loved one. "
"Fantastic Down loaded this really for one song. Though have been blown away. Have 
listened to it on repeat. What else can I say. A diff buy "
"Excellent I have always been a John Legend fan, so I was extremely excited when this 
album was released. I love all of me, it's the theme song for my husband 
and I. This by far his BEST album in my opinion! It was worth every penny! 
I absolutely love it! "
"Mr. John Legend I don't rate albums or use the word im about to use for most music, but 
this album truly a Masterpiece a must get. "
"John legend - made to love ..art in itself from the universe to every drop of energy preserved from 
mans rib and the earths atoms of DNA. "
"All of me All of me is My favorite song ever Did you know that it was john's 
proposal to his girlfriend( now fiance) ?????? Cute! "
"Underrated Why the hell hasn't this got more reviews ? Pure beautiful brilliance, 
John Legend out-did himself again "
all of me loves all of her (angela) ...if ur CRAZYYYY...then im OUTTA my MND :) 
"All about love So rare to find a true man singing beautifully about love. Every album of 
john legend never fails to be amazing. "
Great song Love this song. It makes good memories come back when your sad 
Rubbish John Legend's song called Love In The Future is spectacularly awful 
Makes me cry though It makes me miss my dad 
"Great Love this album just got a girlfriend and listening to this album makes me 
think about her but stupendous album great job "
Its very romantic This is a great CD to listen to. And if your in love you'll love it 
"Awesome album Recommend you buy the entire thing, you won't regret. "
Every track is amazing. Except all of me. SICK OF THAT SONG. 
LOVE it I love this album so much listen to it all the time ❤ 
Rubbish Boring music okish singer 
"Loved It This one is just as good as his First and that one was my favorite. Now I 
have two favorite John Legend cd's "
I love all of me!!! I listened to the song about 50 times! And it os one of my favorites! 
LEGEND IS A LEGEND!!? Get it... THAT SONG MAKES ME WANT TO CRY!!! 
Looove it!!! Great album and of course just another classic John Legend songs. 
♡♥♡im in love♥♡♥ Oh im in love with All Of Me!!! Its beautiful! <3 ♡♥♡♥♡☆★☆★☆ 
Awsome x I luv the song all of me gav song right nowvx 
Beautiful album 'All of me' has completely blown me away! :-) 
Amazing I cant get enough of the song All Of Me 
Best Baby making music all night all day every which way you can. Yes Yes Yes 
Simply Beautiful This album fully captures life and love... simply amazing... 
All of me Love him so mush especially all of me so touching 
What a voice Mr Legend could sing the yellow pages and I would listen. 
Beautyful music that soothes the soul Love them all 
No words Can't stop listening 
Awesome! I love John's music. I can't wait to see him in concert. 
Class All of me awsome 
John Legend by: Venesa Ugo 
All of me I like it 
All of me Loves this LP. 
All of me. John is the man. 
Beautifullll John Legend Is The BEST Male Singer Besides Tank . 
