text
The Cowboy Rides Away I don't have the words to say how great George Strait is. 
"Love it but... I love Eric church too, and I bet it was a dream for him to play with 
George. But honestly... This was Georges going away album. I don't think 
Eric should have been in it. "
"OMGoodness.... Amazing. I got to see him in concert in 2014 in Des Moines, IA and it was 
the 1st time I could actually see his lips move while he sang....amazing 
man & music. "
"Keith Odom Mr.Strait is a very, Blessed singer, father and husband. Talenter beyond 
words but, always down to earth kinda fella. "
"Ok Wasn't the best song selection for a going away party as big as George! 
He's got a huge list of songs but come on.... Arkansas Dave to name a 
few..... "
"Too bad for Us He's gone, but hopefully he will return. "
Vince gill sounded like a robot that could've been left out 
George Straight is the best There is no better singer then George Straight. He so handsome. 
None better It doesn't get any better than George Strait. 
"One of the BEST!!! Grew up listening to George, Merle, Willie, and the rest ( the best!) Sad 
I never got to see George in concert but gonna miss his song's for sure!! 
Such a wonderful performer and a true to life cowboy!!!!!!!!!!!!!!! "
"Vintage Strait Sounding better than ever, George's final concert tracks are a must own! "
"King of country I love him and so dose my family and I love the song cowboys rides away no 
one can sing country like George "
"Amazing! Love this more than words can describe! He did such an awesome job with 
the set list for this last show! A must have for George fans!♡ "
I love George strait He is a wonderful and the best performer ever I love the way he sounds 
George Strait The Cowboy Rides Away Makes me smile and cry...... 
The King It doesn't get any better! 
George Strait The Cowboy Rides Away Live From AT&T Stadium Pure Awesomeness 
Amazing The cowboy rides away on a perfect note. Couldn't be better. 
"The King of Country music Mr George straight doing all his classics in 
front of a live audience. #Gotta luv George #Gotta luv Texas music #Gotta luv honky tonk "
Strait It don't get any better 
"GREAT This is one of the best country singersever. I saw this concert live and 
it was perfect "
Amazing show! I'm still crying. 
"Amazing Will be sad when he passes but enjoying him while he is here. Love George 
Strait... "
"What a man George we love you so much and all your music. You duet beautifully with 
these amazing artists. "
King George is the best! You can't go wrong with any of his music. Love this CD. The best one ever. 
IF ITS SUNG BY GEORGE STRAIT . IT HAS MY VOTE! HE'S THE. MAN 
"Hey Cowboy Don't stay away too long! Enjoy you free time & Thanks for many 
memories... "
Love it! Will always love this music thank you George:) 
Awesome The king of country music no doubt! Every song he ever made is a hit!! 
"A Classic Reminds me of cruising around in my cousins car back in '89. This is an 
album that crossed all boundaries and transcended all racial lines. The 
Godfathers of gangsta rap, I still listen to this album. "
"I am a huge fan of N.W.A N.W.A music is awesome, I heard most of the songs on this album, it was 
100% dope, just Fantastic, remarkable, I don't know how to explain, but 
this is amazing music "
"Great album It is the first one that they did too gather it has great beats great 
lyrics "
"This album revolutionized hip-hop The tracks are hard, to the point, & literally the jump off for gangsta 
rap "
"This album revolutionized rap music. Classic!. And it's a really dope album 
as well. "
