text
"Foo fits it again To say I had high expectations for this record would be an understatement, 
and the boys didn't let me down. Knowing that the Foo Fighters traveled the 
US for inspiration for each track, I believed they captured the essence of 
American music throughout each song. The sounds of American music coupled 
with the classic Foo sound made this record a joy to listen to. "
"Great Album Lots of people moaning about it only being 8 tracks.. how well do you know 
the foo fighter's. ??? They'll put out another 8 tracks in a few months 
time.. the guys are workaholics ffs..:) Slane in 15 days..:) Wooo 
Hooo..!!!! "
"Mind blown away Not a bad song on here! Bought the CD for my dad for Christmas and he's 
been listening to it non-stop since! I've even actually bought a CD for 
myself! "
"Beautiful. This is music from geniuses. I wish people were more influenced by this 
beauty than One derpection and 5 seconds of a career, because this is art. 
A few guys singing some stuff about breaking up with a girl or falling in 
love with a girl, every single song, is crap. This, my friends, is art that 
should be followed. Not three chords played repeatedly with someone saying 
the same line over and over. Beautiful album, wish this was on popular 
radio stations more often. "
"Fantastic Album. Classic Foos. Enjoying ""In the Clear"". Will probably play this many times 
over just like Wasting Light! Thanks Amazon for delivering mine on a Sunday 
:) "
"Great album It's still a new album but I have listen to it so many times and just feel 
I'll never get tired of it. For me a perfect set of music by talented 
craftsmen. "
"If you haven't watched the series ...You won't understand the ideas and lyrics behind the music. 
This is the greatest rock band of our era. If you don't like Foo Fighters 
you're wrong!!!!....Matt Young calls it rubbish...It's his opinion but 
there's a difference between hearing and listening and he appears to be 
deaf. Donut!!...This album is class. "
"A bit underwhelmed Most tracks would just be B tracks on other albums. Would have expected a 
solid set of tracks, given there are just 8. Not a bad album, but just 
nothing to wake up at night for. "
"Nothing Surprising... Masterpiece! This may be the best album I purchased this year start to finish. 
Certainly the Foo's best work to date. Love the behind the scenes 
documentary on HBO. I am totally hooked. "
"$17 WTF $17 dollars for 1 maybe 2 decent songs. Sorry Foo you really dropped the 
ball this time. "
"Amazing Album! A great album. Some pretty sweet rifts and good tunes. Recommend buying it 
this instant if you are reading this. Also glad that Foo Fighters are back 
together, made my year :) "
"Awesome The HBO documentary that premiered on Friday 17th is part of a series 
leading up to the album release. Because each song is written all over the 
USA it picks up music from each city from the time music was being made 
there. So to truly appreciate the album watch the documentary because it's 
unreal! !!! "
"Not enough ! Only having 8 tracks makes me feels like I'm getting robbed! Foo Fighters 
are one of the best bands of this generation. There is no excuse for the 
low number of tracks on their albums. For this reason alone, I will not buy 
it! Shame really. "
"Proving again why they are so great The HBO series that goes with this album is simply stellar. This album is 
vintage Foo. Congregation is a new classic for me. I can't stop listening 
to it. It has that progression and creates those musical moments that I 
love so much from Foo Fighters. "
"Proof that music in it's purest sense is a true art form This amazing album is a product of Grohl and the boys discovering music in 
all places as shown on the #SonicHighways show they did for HBO. I've 
watched every episode and listened to every track and most certainly, 
without doubt, the #FooFighters definitely have talent and the ability to 
convey thought and emotion through their music. "
"Never disappoint Great follow up to WL. Waited so long for this, tracks like What did I 
do/God as my witness will have you screaming out the words with eighties 
fists in the air. F#?kin awesome. "
"Just Foo' Fools It's just good Foo'. Everyone should Foo'. Shuffle, Repeat, Play Annnd put 
the phone down. Nice! "
"Terrible The last (and only) record these guys ever put out was The Color and the 
Shape. The Foo Fighters are basically America's version of Nickelback, but 
most are too stupid to realize it. "
