text
"Every one has a different opinion Sorry but I am not a fan I mean every song is the same - break up songs all 
the time I mean come on its like u have dated every guy in the world sorry 
but don't like u a lot "
"Your right U no all those people who said she was much more talented when she was all 
country your right. She belongs to country not pop. Mostly everyone says 
that she is stealing pop fame from katy Perry , one direction and all those 
other pop artists. She should be queen of country not queen of pop and I 
really didn't like the shake it off vid "
"Taytay Well I do really love Welcome To New York and Blank Space. Those two are 
definitely my favorite I cannot agree with her change in music. Hate me 
all you want but you all got at least three stars "
"Wow I am a big fan of Taylor swith and I like the country songs and pop I 
think there is nothing wrong with you. MY 3 FAV SONGS ARE BLANK SPACE, 
SHAKE IT OFF AND STYLE. "
"nice going swiftie THIS. ALBUM. IS. SICK. SWIFT, I don't know how Taylor does it. she is fab. 
I don't know what IT is but she's got IT. Let's go taytay let's go. U go 
girl u r doing a awesome job out there. I u and . Shake those haters off 
girlfriend because we got u r back. Btw u have got the cutest cats ever "
"I think we need to keep in mind ...this sound is so polished and clean that I don't think we could expect 
such perfection from anyone else. Especially Style. Oh, wowie "
"Seriously? The people who say she should go back to country are so wrong 
because she has more fans than ever and she is adding some Taylor Swift 
into pop not just country. "
"Yep Taylor is changing. It's been a long many years of being rich and famous 
before this album was written. She keeps going. She doesn't take a break. 
This is (turn the page) the next chapter. We should enjoy it and most of 
all be excited for it. "
"It's good but... I like most of the songs but this album could defiantly use some 
improving. I love that she's not caring about what the haters say. Boo 
Harry boo! "
"Any one who says that her country music is better well that's your opinion so 
don't go saying that she is stealing the fame from other pop singers because 
she isn't she earned her way to the top. She is talented in pop and country 
so don't just go rating it 1 star and dissing on her music. HOW RUDE!! "
"Couldn't be any better! This album is by far the BEST! I love her music because I can relate to 
what she sings.. totally worth it! ❤❤ "
"OMG IT JUST GETS BETTER AND BETTER! I Love This Album SO Much There Is Not One Song I Dislike. I Think Taylor 
Swift's Pop Music Is Awesome!! "
"OMG TAYLOR SWIFT IS MY EVERYTHING I WANNA MEET HER SO BAD IM HER BIGGEST FAN I LISTEN TO HER SONGS EVERY 
DAY!!! "
"Taylor Swift!! Really love her 2 songs ""Shake it Off,"" and ""Blank Space!!"" I haven't 
really heard the others yet. "
"Wow AWESOME!!!!! Don't listen to them you're awesome, I'm one of your fan,, 
keep going. I bet one day you'll be the best and I'll encourage you! "
"Amazing new album!! I have been a fan of taylors for almost 3 years! Every year her song just 
keep getting better and better! Fantastic new album, can't wait to see u 
perform live in December!! "
"Love it I love Taylor's music get this app if u like Taylor's music you will love 
it I Taylor she is good at country and pop music so if u don't think that 
something is wrong with you cause she is good at music I her music GET 
IT!!!!!!:-) ;-) "
"All Taylor swift songs!!! This album is good but....WHY DID SHE CHANGE FROM COUNTRY TO POP..!!!Her 
country music has been awesome. Her pop vids (some of them)Are so weird! She 
should change back to COUNTRY!!! "
"AMAZING! Taylor just keeps getting better and better...and what I love the most is 
she doesn't have to be raunchy and use sex to sell her music like every 
other artist today. Would love to meet her, never thought there would be 
someone else as weird as me & has a cat obsession..bahah "
"Wildest dreams Beautiful, & I've dedicated this song to a very special someone whom I 
miss terribly! Love to Eu "
"Worst song known to man If u like this song u have no life and no taste in music. The world would 
be a much better place without it. Gayest, crapiest, most horrible song 
ever. "
"Hmmm I just don't get it....I feel like I'm 9 again listening to oops I did it 
again...yuck...don't get me wrong there are a few good songs but yea her 
country was so much better...don't no wat happened to ya Taylor not so 
swift little disappointed "
"I actually love it! I find it soooo ironic that many TS fans are saying they hate or dont like 
this new album for sounding like trash, etc. Thats because I have NEVER 
been a Taylor Swift fan, never could get into her music, yet I actually 
really like this. I'm not even heavy into pop either. The only songs I'd 
take off this album if I could are Welcome to New York, All You Had to Do 
Was Stay, Bad Blood, and I Know Places. Otherwise is great! Fave songs here 
are Clean, I Wish You Would, Style, This Love and Wildest Dreams. "
Sorry to say I've never payed for music before this! I can't get this song out of my head :) 
"Sorry Taylor but I'm disappointed. I really like some of these songs but she lost too much of why I came to 
like her music. She was always very original and had catchy lyrics and 
sounds. Red was her best album to date. I liked where that was going but 
then she jumped off the bridge with this album. Now she sounds like 
everything else. Boring and unoriginal. "
"Its sad.... Everyone on here is saying how country taylor used to be. Get a 
clue.....country isnt country anymore. The 90's were the last decade of 
true country. The music we call country today is just as much pop as 
taylor's new album. GET OVER IT. Kudos to taylor !!! Great album. "
"Love it! Who cares what the haters say. Everyone is allowed to change even 
TSwift!! Love her new album... Style, I Know Places, Wildest Dreams, Clean, 
& Blank Space are my absolute favourite songs♡☆♡☆ "
"Seriously I am a 100% swiftie and I just want to say that those people who are 
saying that Taylor needs to switch back to country is wrong and those 
people that are saying she needs to stay with pop is wrong too because 
Taylor is Taylor she can stick with pop or she can stay with country she 
can even do both its her decision she can pick which ever she wants so 
instead of saying she needs to do this you should be supportive of what she 
chooses Taylor can be the queen of country pop AND I'M TALKING TO ALL YOU 
SWIFTIES "
"Finally taking to her ACTUAL sound! Taylor Swift has never been country and never will be. Her sound has 
always been pop and I'm so happy she finally took to her pop roots. all 
those past country songs or as pop as they get. I don't know how you guys 
listen to country, but in the south we listen to Tim McGraw, Blake Shelton, 
George Strait, Johnny Cash, Miranda Lambert, Shania Twain etc. while I'm at 
it Luke Bryan, Jason Aldean, and all those new fake country artists need to 
stop making country into some kind of drunken scene for teens. "
"Great album I don't know what i expected from Taylor Swift and her crossover album but 
it is a fantastic album however, I find really unfortunate that her bonus 
songs aren't available with this album purchase or as individual songs. "
