text
"All about the Bass My 7yr old son and 6yr old daughter love to hear her music it's very 
upbeat and this song should be a tribute to all little girls and women . No 
one should make them selves sick trying to be what they are not. I tell my 
children love comes from within,don't judge a book by its cover.My 2older 
sons hear this song and say mom not again but I say listen to her .Kids 
today need people who tell the truth in music so they listen,not the 
garbage music that talks about sex ,drugs and money .thank you. "
"Awful x100 Simply awful. Not worth the hype she gets by any extent. Save your money 
and your time. "
"Great music Haters are going to hate. I love that she is being positive for young 
girls and adults. Truth hurts and its a fact people don't like the truth! "
"The more I hear... The more I hear, the more I love Meghan Trainor! Her 50's inspired music 
has that fun catchy beat that you just can't help but dance to! It brings a 
smile to my face every time I hear her music! And I just love watching my 
daughter, her Girl Scout troop, and all her other friends dancing and 
singing along to these great songs! Such positive messages for everyone - 
reminding us all to love and respect ourselves no matter our physical 
features! "
"Hope this is just a preview! I look forward to more from her. This EP has a catchy updated 50s feel to 
it but its MUSIC. The stuff that you can actually swing your hips and move 
your feet to, not booty shake. The lyrics are clear with a positive message 
so sing along and enjoy your day. This is a refreshing change to the pop 
scene. "
"She's going places... My daughter, boyfriend, and I all enjoy all about that bass. She 
incorporates a trinidadian/carribean flare with doo-wop and pop. I feel 
like she encorporates fun and a bit of humor to her songs which makes it 
fun and enjoyable for her listeners as well. She has had much experience 
writing hits for other famous artists and I am glad she is getting her time 
to shine. I can't wait to hear more from her. (ps. anyone who says that 
they like all about that bass and say that her other songs thus far are 
nothing like it clearly cannot hear all the same influences that you hear 
in her debut song...) "
"Sweet Talk about sweet beats. I mean there really good. I listen to these songs 
like every single day. People who say these songs are stupid are wrong and 
judge mental. "
"Seen it before These lyrics sound like they were taken off of Twitter and the music isn't 
very unusual. Heard it already. This entire song is pretty typical. "
"Love her spunk!! Awesome lyrics & great classic beats. No matter the subject always upbeat. 
Just makes you want to tap your foot & sing along. "
"Nice but.... I like this album and I am only on the first song but I hate how you have 
to pay 3.00 to listen to a songs "
"Catchy, True, Fun!! These songs are so great! Beat is very catchy and fun to dance/sing to and 
the lyrics are so supportive and true, definite words girls and women need 
to be hearing. :) This lady is a must hear!! "
"I love it... All about that bass was amazing. I liked it and thought was super 
catchy... At my school we always have a fun day every Wednesday and we 
always have a dance off... For the dance off the school picked All about 
that bass! It was so cool. "
"Leave her alone She is saying like the other person said love me for who I am and like my 
body big. And that's ok with me "
"Love her sound She has such an original sound. What a talent. Being a singer myself I'm 
very picky. Cant wait to hear more from her. "
"Great fun music I got 4 songs of Meghan Trainor is Close Your Eyes Dear future husband 
Title and all about that bass. Thanks "
"Future Husband That song is ridiculously catchy! Though, 'All About That Bass' is a bit 
hypocritical however, its a good song. "
"Good stuff Out there and direct I like it. Tired of the stations over playing her 
""all about that bass"" "
"Breath of fresh air So different from anything else right now. It's fun, just makes me want to 
get up & dance! "
"Eh The other songs don't really add much reason to enjoy her music at this 
point. It sounds good but not captivating. "
"Meghan Trainer Brings a little of rock n roll to her songs Elivs Presley feel good music 
keep it don't change Meghan love it♥♥ "
"I love Meghan Trainor! It'd not Just her music that's beautiful, she is too. Catchy, fun, spunky, 50s-ish and just awesome!!!! "
"Awesome!!! Love her album!! The songs are great and very catchy! Love some of the 
positive messages they send through for example in All about that bass - it 
talks about how women should flaunt their beauty, and that they shouldnt 
hide it and be embarassed for their shape/size. "
"Catchy! Love this, can't wait to hear what comes next from her. The oldies style 
pop music is so catchy, you can't help but love it. "
"Because you know I'm all about that bass All about that bass is an amazing song. Not just that song, but all of 
them! She has a really pretty voice and the songs make you wanna get up and 
dance/sing to them all day long. Can't wait for the next album of Meghan's! "
"Nice If you think this whole EP sounds the same then you obviously don't listen 
to the lyrics. This is pure genius I can't wait for a full length Lp. "
Wow I'm speechless! I'm lovin' it. :) 
Love Meghan. Trainor I have this song dear future husband stuck in my head 
"Clever, funky, eclectic I've listened to all 3 songs plus all about that bass on Pandora and 
they're catchy, fun, and enjoyable to jam to. "
"I love her voice As some one who likes vocalists that bridge a musical gap, I find it 
refreshing that she's bringing duwop back into mainstream "
"You tell it girl! I love her lyrics and I love her style. Classic tunes full of modern self 
esteem, confidence and cuteness. I can't wait for more songs from her! "
:) She's on the right track cant wait for more music as she improves! 
It was a amazing kids album I hope evrebody likes it 
Awesome Guys you do an awesome job keep it up :) 
Awesome!!!!!! 
"Back to their best Turn it up, sit back and immerse yourself. After a couple of plays I am 
hooked. Everyone has their favourite Muse album for whatever reason. Enjoy 
each one in their own right. Right now I'm enjoying this one. A bonus for 
me, my son bought me the vinyl double album which also looks great...very 
Pink Floyd looking but I'm not complaining. "
