text
"Best Comeback Ever!!! Brian Johnson took the reins, & never looked back! AC/DC hardly missed a 
beat after the unfortunate demise of Bon Scott. "
"Best songs ever but I don't like how it is not in my music app like all my 
other songs "
"Riding on the highway to hell with a little bit of rosie. one of the 
greatest rock bands of all time. "
"Brings back memories My older brother gave me the cassette version for Christmas when it was 
released. I was like 9 years-old when i got it. Still love the songs! 
Thanks bro!! "
"Back in black AC/DC's greatest ablum too date awesome rock n roll at its best best band 
never "
AC/DC totally awesome Ive been big fan of AC/DC of all their work ! Keep Rocking on AC/DC 
"The Very Best AC/DC! This is the absolute best album AC/DC ever put out! If you them, then 
you've got to have this album in your collection! "
"OI M9 SHREK LISTENS TO THIS ALBUM AND APPROVES OF IT HIS LAYERS SEEM TO 
REGENERATE FASTER WHEN HE LISTENS TO THIS 8/8 M9 "
Back in black One of rocks all time classics and great tribute to bon Scott 
Awesome! One of the best albums ever by one of the best bands ever Rock On!!!! 
"Haven't even listened yet, but it's James Taylor. So...five stars. "
"Nothing Earth shattering here, but this is a solid album. Pros: - New James 
Taylor music - Nothing too new (not a departure from the classic James 
style). Evokes good memories. - At least a 3 songs which are infinitely 
singable and/or whimsical enough to bear repeated listenings - Sting and Yo 
Yo Ma actually make good additions/contributions without being either 
irrelevant or overwhelming . Cons: - He sounds old and that makes me sad. 
He has definitely lost some diction over the years. - Nothing too new (not 
a departure from the classic James style). Leaves you wishing for something 
a little more. Summary: If you are a James Taylor fan, definitely worth it. 
This album brings on nostalgia like no one's business while still giving 
something to which you can listen. If you are not a JT fan and Tanglewood 
isn't your scene, this might not be the best place to start your 
infatuation with a great artist. "
"Huge fan After seeing James Taylor on Jimmy Fallon show, I had to get the album. 
Love his music. True big fan. "
June 16th couldn't have come fast enough. Love listening to your new songs. 
"Before this world Brilliant JT Album x James is still the best singer /songwriter of our 
time x love you and your music james best of Irish luck to you x "
J TAYLOR Before the World Wonderful James 
J. T. What's not to like? 
James is struggling here. I expect better from him. 
Still great songs Sceptical but wasn't disappointed. 
"Angels On Fenway I also leave in Western Massachusetts and I love to go to Fenway park. 
This song is very close to my heart. I love my Home State. "
James taylor Best voice ever 
"Big fan of James Taylor, but... ...some songs aren't necessarily ""catchy."" Despite that, those same songs 
tell a story worth listening to. "
James Taylor is truely a great musician! 
THE MAN IS UNSTOPABLE 
Before This World Amazing album. Love every note. 
Well worth waiting for 
THE BEST 
Love JT 
Fenway Angeles 
Before this world 
"Fake and unoriginal ""artist"" I've heard it a hundred times before. She's hiding her Australian accent 
and trying to sound like a black american rapper which is a shame because 
she could've brought something refreshing to the table but no....just 
reheated junk "
"Boo This is crap. From the first song too the last. If this is her best. 
Please send her back to the outback with crocodile Dun De. Izzy Izzy your 
crap your crap. "
The best thing since sliced bread An amazing artist in many ways.looking forward to hearing more from her 
"Liked it. Iggy Azalea is the best rapper in the world. Her singing is okay I guess, 
but not quite as good, so I rate it 4 stars because of the singing!. "
"This is a joke Sounds like a Australia's got talent contestant who is trying to be an 
American. If you like rap avoid. If you have no taste in music fill you 
boots "
"-_- I like Work and CYL but the rest is rather awful, only cost me 99p and I 
feel like i paid too much (also i love Ellie Goulding part in heavy crown) "
"I didn't find it that bad I suppose but she is a really good rapper that is 
why I rated 4 stars "
"Meh Only like 2 songs from the whole album and that's just because of the 
catchy tunes. "
"Nice stuff Had a few good songs with some nice rap so I was Gonna get them but then 
decided it was cheaper to just get the album wasn't sure if it was worth it 
listened to it more and it is "
